,Unnamed: 0,Unnamed: 0.1,year,song,artist,peak_pos,weeks_on_chart,instance,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
2182,2182,2183,2000,Freakin It,Will Smith,99,4,1,0.873,0.833,1.0,-5.511,1.0,0.18899999999999997,0.198,0.0,0.237,0.927,112.001,audio_features,6Kqfv9iCW7B7cdq6uujZqf,spotify:track:6Kqfv9iCW7B7cdq6uujZqf,https://api.spotify.com/v1/tracks/6Kqfv9iCW7B7cdq6uujZqf,https://api.spotify.com/v1/audio-analysis/6Kqfv9iCW7B7cdq6uujZqf,239293.0,4.0,['hip hop']
2183,2183,2184,2013,Freaks,French Montana Featuring Nicki Minaj,99,7,2,0.7709999999999999,0.898,9.0,-4.749,1.0,0.256,0.0511,0.0,0.5579999999999999,0.768,96.587,audio_features,29r4I5RTxDR440DkqhbD9s,spotify:track:29r4I5RTxDR440DkqhbD9s,https://api.spotify.com/v1/tracks/29r4I5RTxDR440DkqhbD9s,https://api.spotify.com/v1/audio-analysis/29r4I5RTxDR440DkqhbD9s,181920.0,4.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2184,2184,2185,2004,Freaks,Play-N-Skillz Featuring Krayzie Bone & Adina Howard,69,10,1,0.723,0.596,1.0,-5.6770000000000005,0.0,0.153,0.0897,0.0,0.22,0.784,69.008,audio_features,7548BhGLLLNfuwRNZASyUC,spotify:track:7548BhGLLLNfuwRNZASyUC,https://api.spotify.com/v1/tracks/7548BhGLLLNfuwRNZASyUC,https://api.spotify.com/v1/audio-analysis/7548BhGLLLNfuwRNZASyUC,267987.0,4.0,['chicano rap']
2185,2185,2186,2018,Freaky Friday,Lil Dicky Featuring Chris Brown,9,20,1,0.755,0.599,8.0,-5.042,1.0,0.22399999999999998,0.147,0.0,0.109,0.755,133.123,audio_features,10Igtw8bSDyyFs7KIsKngZ,spotify:track:10Igtw8bSDyyFs7KIsKngZ,https://api.spotify.com/v1/tracks/10Igtw8bSDyyFs7KIsKngZ,https://api.spotify.com/v1/audio-analysis/10Igtw8bSDyyFs7KIsKngZ,216632.0,4.0,['pop rap']
2186,2186,2187,2008,Freaky Gurl,Gucci Mane,94,17,1,0.755,0.644,7.0,-2.464,1.0,0.0642,0.0172,0.0,0.193,0.742,147.019,audio_features,4IsjWC8VboYjsSSchoMX7m,spotify:track:4IsjWC8VboYjsSSchoMX7m,https://api.spotify.com/v1/tracks/4IsjWC8VboYjsSSchoMX7m,https://api.spotify.com/v1/audio-analysis/4IsjWC8VboYjsSSchoMX7m,226720.0,4.0,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2187,2187,2188,2001,Free,Mya,75,16,1,0.79,0.7929999999999999,11.0,-6.122000000000001,0.0,0.0531,0.0139,1.59e-05,0.0662,0.643,108.01700000000001,audio_features,50ShPJPVADSc24TUQw3nRN,spotify:track:50ShPJPVADSc24TUQw3nRN,https://api.spotify.com/v1/tracks/50ShPJPVADSc24TUQw3nRN,https://api.spotify.com/v1/audio-analysis/50ShPJPVADSc24TUQw3nRN,318733.0,4.0,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'r&b', 'rap', 'urban contemporary']"
2188,2188,2189,2010,Free,Zac Brown Band,95,19,1,0.45299999999999996,0.41200000000000003,1.0,-7.539,1.0,0.0276,0.24,0.00021,0.10099999999999999,0.282,75.752,audio_features,4bWlAEbGHhPKQNjhTstN2p,spotify:track:4bWlAEbGHhPKQNjhTstN2p,https://api.spotify.com/v1/tracks/4bWlAEbGHhPKQNjhTstN2p,https://api.spotify.com/v1/audio-analysis/4bWlAEbGHhPKQNjhTstN2p,228653.0,4.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
2189,2189,2190,2007,Free And Easy (Down The Road I Go),Dierks Bentley,89,20,1,0.557,0.825,6.0,-4.657,1.0,0.0283,0.00525,0.00164,0.177,0.841,120.015,audio_features,4Ng7hGdPwpINleVecBWiOO,spotify:track:4Ng7hGdPwpINleVecBWiOO,https://api.spotify.com/v1/tracks/4Ng7hGdPwpINleVecBWiOO,https://api.spotify.com/v1/audio-analysis/4Ng7hGdPwpINleVecBWiOO,201120.0,4.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
2190,2190,2191,2008,Free Fallin,John Mayer,92,10,2,0.315,0.29600000000000004,5.0,-13.262,1.0,0.0317,0.7709999999999999,0.0,0.7020000000000001,0.436,172.638,audio_features,4LloVtxNZpeh7q7xdi1DQc,spotify:track:4LloVtxNZpeh7q7xdi1DQc,https://api.spotify.com/v1/tracks/4LloVtxNZpeh7q7xdi1DQc,https://api.spotify.com/v1/audio-analysis/4LloVtxNZpeh7q7xdi1DQc,263573.0,4.0,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']"
2191,2191,2192,2017,Free Smoke,Drake,18,4,1,0.617,0.49200000000000005,10.0,-7.587999999999999,0.0,0.44799999999999995,0.0621,0.0,0.484,0.20800000000000002,141.953,audio_features,05KOgYg8PGeJyyWBPi5ja8,spotify:track:05KOgYg8PGeJyyWBPi5ja8,https://api.spotify.com/v1/tracks/05KOgYg8PGeJyyWBPi5ja8,https://api.spotify.com/v1/audio-analysis/05KOgYg8PGeJyyWBPi5ja8,218674.0,4.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
2192,2192,2193,2005,Free Yourself,Fantasia,100,20,1,0.7170000000000001,0.449,5.0,-9.687999999999999,0.0,0.0596,0.6809999999999999,0.0,0.0902,0.611,108.802,audio_features,7ANroj1yWw0YEGcLf7HO3Q,spotify:track:7ANroj1yWw0YEGcLf7HO3Q,https://api.spotify.com/v1/tracks/7ANroj1yWw0YEGcLf7HO3Q,https://api.spotify.com/v1/audio-analysis/7ANroj1yWw0YEGcLf7HO3Q,257427.0,4.0,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
2193,2193,2194,2016,Freedom,Beyonce Featuring Kendrick Lamar,35,2,1,0.43700000000000006,0.8029999999999999,2.0,-6.412000000000001,1.0,0.305,0.0376,0.0,0.6829999999999999,0.406,84.37799999999999,audio_features,7aBxcRw77817BrkdPChAGY,spotify:track:7aBxcRw77817BrkdPChAGY,https://api.spotify.com/v1/tracks/7aBxcRw77817BrkdPChAGY,https://api.spotify.com/v1/audio-analysis/7aBxcRw77817BrkdPChAGY,289760.0,4.0,"['dance pop', 'pop', 'r&b']"
2194,2194,2195,2001,Freedom,Paul McCartney,97,2,1,0.377,0.9640000000000001,7.0,-3.235,1.0,0.0709,0.184,0.00283,0.986,0.787,114.18799999999999,audio_features,1J3UaZHMc5FooGjz2JUWzs,spotify:track:1J3UaZHMc5FooGjz2JUWzs,https://api.spotify.com/v1/tracks/1J3UaZHMc5FooGjz2JUWzs,https://api.spotify.com/v1/audio-analysis/1J3UaZHMc5FooGjz2JUWzs,198267.0,4.0,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2195,2195,2196,2018,"Freeee (Ghost Town, Pt. 2)",KIDS SEE GHOSTS,62,1,1,0.33399999999999996,0.81,9.0,-4.855,0.0,0.0632,0.00457,0.0,0.158,0.306,151.643,audio_features,7GRTrWsP3yo2Fx8umJfA1X,spotify:track:7GRTrWsP3yo2Fx8umJfA1X,https://api.spotify.com/v1/tracks/7GRTrWsP3yo2Fx8umJfA1X,https://api.spotify.com/v1/audio-analysis/7GRTrWsP3yo2Fx8umJfA1X,206605.0,4.0,"['hip hop', 'pop rap', 'rap']"
2196,2196,2197,2004,Freek-A-Leek,Petey Pablo,99,39,1,0.7559999999999999,0.691,2.0,-3.718,1.0,0.17800000000000002,0.0744,0.0,0.364,0.632,104.999,audio_features,4MeDnO5yA2Zi6IMlVApRci,spotify:track:4MeDnO5yA2Zi6IMlVApRci,https://api.spotify.com/v1/tracks/4MeDnO5yA2Zi6IMlVApRci,https://api.spotify.com/v1/audio-analysis/4MeDnO5yA2Zi6IMlVApRci,235187.0,4.0,"['crunk', 'dirty south rap', 'gangster rap', 'hip pop', 'nc hip hop', 'pop rap', 'southern hip hop']"
2197,2197,2198,2009,Freeze,T-Pain Featuring Chris Brown,82,10,2,0.7170000000000001,0.659,0.0,-5.706,1.0,0.0726,0.018000000000000002,0.0,0.0943,0.536,119.991,audio_features,2I1rr3kX0iMyorP5HOBRbL,spotify:track:2I1rr3kX0iMyorP5HOBRbL,https://api.spotify.com/v1/tracks/2I1rr3kX0iMyorP5HOBRbL,https://api.spotify.com/v1/audio-analysis/2I1rr3kX0iMyorP5HOBRbL,218747.0,4.0,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
2198,2198,2199,2006,Fresh Azimiz,Bow Wow Featuring J-Kwon & Jermaine Dupri,84,20,1,0.92,0.677,2.0,-3.484,1.0,0.266,0.216,1.68e-06,0.0981,0.939,91.939,audio_features,5nwzfbcg8RPyZB72WwQBWA,spotify:track:5nwzfbcg8RPyZB72WwQBWA,https://api.spotify.com/v1/tracks/5nwzfbcg8RPyZB72WwQBWA,https://api.spotify.com/v1/audio-analysis/5nwzfbcg8RPyZB72WwQBWA,223267.0,4.0,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
2199,2199,2200,2017,Fresh Eyes,Andy Grammer,97,18,1,0.828,0.56,0.0,-6.685,1.0,0.0327,0.5479999999999999,3.66e-05,0.15,0.872,122.054,audio_features,5NDUXbMwcnTQp66tI2zcdR,spotify:track:5NDUXbMwcnTQp66tI2zcdR,https://api.spotify.com/v1/tracks/5NDUXbMwcnTQp66tI2zcdR,https://api.spotify.com/v1/audio-analysis/5NDUXbMwcnTQp66tI2zcdR,198001.0,4.0,"['neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']"
2200,2200,2201,2011,Frick Park Market,Mac Miller,60,2,1,0.593,0.809,6.0,-5.643,1.0,0.0597,0.0225,0.0,0.293,0.22699999999999998,156.125,audio_features,2Y0kKL90NsxMNAHqvTuhps,spotify:track:2Y0kKL90NsxMNAHqvTuhps,https://api.spotify.com/v1/tracks/2Y0kKL90NsxMNAHqvTuhps,https://api.spotify.com/v1/audio-analysis/2Y0kKL90NsxMNAHqvTuhps,197559.0,4.0,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
2201,2201,2202,2011,Friday,Glee Cast,34,2,1,0.657,0.848,11.0,-4.04,0.0,0.0368,0.0029,0.0,0.12300000000000001,0.784,126.00200000000001,audio_features,0Y1JthFAUbcqmNxEMAklOe,spotify:track:0Y1JthFAUbcqmNxEMAklOe,https://api.spotify.com/v1/tracks/0Y1JthFAUbcqmNxEMAklOe,https://api.spotify.com/v1/audio-analysis/0Y1JthFAUbcqmNxEMAklOe,228067.0,4.0,"['glee club', 'hollywood', 'pop', 'post-teen pop']"
2202,2202,2203,2011,Friday,Rebecca Black,72,6,1,0.684,0.889,8.0,-4.555,0.0,0.102,0.0307,2.57e-06,0.775,0.5820000000000001,112.00399999999999,audio_features,4fK6E2UywZTJIa5kWnCD6x,spotify:track:4fK6E2UywZTJIa5kWnCD6x,https://api.spotify.com/v1/tracks/4fK6E2UywZTJIa5kWnCD6x,https://api.spotify.com/v1/audio-analysis/4fK6E2UywZTJIa5kWnCD6x,210026.0,4.0,['post-teen pop']
2203,2203,2204,2014,Friday Night,Eric Paslay,91,20,1,0.657,0.841,9.0,-4.188,1.0,0.0452,0.16,0.0,0.177,0.722,120.009,audio_features,66rVt7PbwyKlu6CK6rxyAi,spotify:track:66rVt7PbwyKlu6CK6rxyAi,https://api.spotify.com/v1/tracks/66rVt7PbwyKlu6CK6rxyAi,https://api.spotify.com/v1/audio-analysis/66rVt7PbwyKlu6CK6rxyAi,167213.0,4.0,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
2204,2204,2205,2018,Friends,J. Cole Featuring kiLL edward,46,1,1,0.716,0.652,6.0,-7.909,0.0,0.39799999999999996,0.102,0.0,0.11,0.494,109.295,audio_features,6onwlDmIVKE8bBgyBRSuS0,spotify:track:6onwlDmIVKE8bBgyBRSuS0,https://api.spotify.com/v1/tracks/6onwlDmIVKE8bBgyBRSuS0,https://api.spotify.com/v1/audio-analysis/6onwlDmIVKE8bBgyBRSuS0,257646.0,5.0,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']"
2205,2205,2206,2017,Friends,Justin Bieber + BloodPop,20,10,1,0.743,0.733,8.0,-5.337000000000001,1.0,0.0375,0.00402,0.0,0.304,0.622,104.977,audio_features,7iNIg7XDEaYECfWD5dJ9Va,spotify:track:7iNIg7XDEaYECfWD5dJ9Va,https://api.spotify.com/v1/tracks/7iNIg7XDEaYECfWD5dJ9Va,https://api.spotify.com/v1/audio-analysis/7iNIg7XDEaYECfWD5dJ9Va,189467.0,4.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
2206,2206,2207,2018,Friends,Marshmello & Anne-Marie,72,29,1,0.626,0.88,9.0,-2.384,0.0,0.0504,0.205,0.0,0.128,0.534,95.079,audio_features,08bNPGLD8AhKpnnERrAc6G,spotify:track:08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/tracks/08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/audio-analysis/08bNPGLD8AhKpnnERrAc6G,202621.0,4.0,"['brostep', 'progressive electro house']"
2207,2207,2208,2018,Friends,The Carters,99,1,1,0.75,0.573,10.0,-8.391,0.0,0.0779,0.13699999999999998,1.89e-05,0.133,0.303,143.94799999999998,audio_features,0gu5B9dUOiLezdDjrLPCCV,spotify:track:0gu5B9dUOiLezdDjrLPCCV,https://api.spotify.com/v1/tracks/0gu5B9dUOiLezdDjrLPCCV,https://api.spotify.com/v1/audio-analysis/0gu5B9dUOiLezdDjrLPCCV,344293.0,4.0,"['pop', 'r&b', 'urban contemporary']"
2208,2208,2209,2011,From A Table Away,Sunny Sweeney,96,12,1,0.547,0.805,8.0,-4.34,1.0,0.0293,0.0393,1.75e-05,0.332,0.557,110.027,audio_features,6WTJj7qXOh0XonzXAHUqGG,spotify:track:6WTJj7qXOh0XonzXAHUqGG,https://api.spotify.com/v1/tracks/6WTJj7qXOh0XonzXAHUqGG,https://api.spotify.com/v1/audio-analysis/6WTJj7qXOh0XonzXAHUqGG,215333.0,4.0,"['contemporary country', 'country', 'country dawn', 'modern country rock', 'roots americana', 'texas country']"
2209,2209,2210,2002,From Her Mama (Mama Got A**),Juvenile,97,15,1,0.817,0.69,4.0,-6.881,0.0,0.159,0.029,0.0,0.091,0.577,90.812,audio_features,0rNEqhPY3PeLQEe4yICPUk,spotify:track:0rNEqhPY3PeLQEe4yICPUk,https://api.spotify.com/v1/tracks/0rNEqhPY3PeLQEe4yICPUk,https://api.spotify.com/v1/audio-analysis/0rNEqhPY3PeLQEe4yICPUk,297200.0,4.0,"['bounce', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2210,2210,2211,2003,From Tha Chuuuch To Da Palace,Snoop Dogg,90,10,1,0.78,0.675,1.0,-5.568,1.0,0.27899999999999997,0.257,0.0,0.0808,0.6809999999999999,96.88,audio_features,3dVRdoxPN20V8w0KDxWtIC,spotify:track:3dVRdoxPN20V8w0KDxWtIC,https://api.spotify.com/v1/tracks/3dVRdoxPN20V8w0KDxWtIC,https://api.spotify.com/v1/audio-analysis/3dVRdoxPN20V8w0KDxWtIC,285787.0,4.0,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
2211,2211,2212,2000,From The Bottom Of My Broken Heart,Britney Spears,76,20,1,0.677,0.665,7.0,-5.171,1.0,0.0305,0.56,1.01e-06,0.33799999999999997,0.706,74.98100000000001,audio_features,70XtWbcVZcpaOddJftMcVi,spotify:track:70XtWbcVZcpaOddJftMcVi,https://api.spotify.com/v1/tracks/70XtWbcVZcpaOddJftMcVi,https://api.spotify.com/v1/audio-analysis/70XtWbcVZcpaOddJftMcVi,312533.0,4.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
2212,2212,2213,2016,From The Ground Up,Dan + Shay,90,16,1,0.281,0.58,9.0,-5.9670000000000005,1.0,0.0323,0.33299999999999996,0.0,0.122,0.282,151.56799999999998,audio_features,0lQJBl9YEsoMtE8D4yTE9g,spotify:track:0lQJBl9YEsoMtE8D4yTE9g,https://api.spotify.com/v1/tracks/0lQJBl9YEsoMtE8D4yTE9g,https://api.spotify.com/v1/audio-analysis/0lQJBl9YEsoMtE8D4yTE9g,253933.0,3.0,['contemporary country']
2213,2213,2214,2013,From Time,Drake Featuring Jhene Aiko,67,2,1,0.738,0.491,1.0,-9.726,0.0,0.413,0.626,0.0,0.126,0.44799999999999995,94.37799999999999,audio_features,0GaBIpyHvytM1UBYmqXu08,spotify:track:0GaBIpyHvytM1UBYmqXu08,https://api.spotify.com/v1/tracks/0GaBIpyHvytM1UBYmqXu08,https://api.spotify.com/v1/audio-analysis/0GaBIpyHvytM1UBYmqXu08,322160.0,4.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
2214,2214,2215,2007,From Where You Are,Lifehouse,61,2,1,0.363,0.408,9.0,-10.860999999999999,0.0,0.0273,0.185,2.94e-06,0.113,0.271,87.337,audio_features,5ef3mAxAAjk93V6IpriOrz,spotify:track:5ef3mAxAAjk93V6IpriOrz,https://api.spotify.com/v1/tracks/5ef3mAxAAjk93V6IpriOrz,https://api.spotify.com/v1/audio-analysis/5ef3mAxAAjk93V6IpriOrz,181280.0,4.0,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']"
2215,2215,2216,2007,From Yesterday,Thirty Seconds To Mars,99,8,2,0.467,0.8759999999999999,10.0,-4.841,1.0,0.0693,0.0057799999999999995,0.00592,0.035,0.131,135.055,audio_features,1JBa9B1iA4yNVpJ5wVGrZH,spotify:track:1JBa9B1iA4yNVpJ5wVGrZH,https://api.spotify.com/v1/tracks/1JBa9B1iA4yNVpJ5wVGrZH,https://api.spotify.com/v1/audio-analysis/1JBa9B1iA4yNVpJ5wVGrZH,247373.0,4.0,"['modern rock', 'pop punk', 'post-grunge', 'rock']"
2216,2216,2217,2003,Frontin,Pharrell Featuring Jay-Z,89,23,1,0.894,0.40399999999999997,9.0,-5.912999999999999,0.0,0.13,0.45299999999999996,1.57e-06,0.0801,0.759,102.009,audio_features,0iFOG4Ki9aDmJUYUFHQlPG,spotify:track:0iFOG4Ki9aDmJUYUFHQlPG,https://api.spotify.com/v1/tracks/0iFOG4Ki9aDmJUYUFHQlPG,https://api.spotify.com/v1/audio-analysis/0iFOG4Ki9aDmJUYUFHQlPG,236507.0,4.0,"['pop', 'pop rap']"
2217,2217,2218,2016,Froze,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,68,1,1,0.7,0.693,2.0,-6.553,1.0,0.14,0.00375,0.0,0.314,0.525,133.981,audio_features,3klzr0269NpGoBpe9BUNXN,spotify:track:3klzr0269NpGoBpe9BUNXN,https://api.spotify.com/v1/tracks/3klzr0269NpGoBpe9BUNXN,https://api.spotify.com/v1/audio-analysis/3klzr0269NpGoBpe9BUNXN,210472.0,4.0,"['hip hop', 'philly rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2218,2218,2219,2002,Full Moon,Brandy,94,20,2,0.6920000000000001,0.6559999999999999,10.0,-4.81,0.0,0.151,0.358,0.0029,0.0929,0.629,105.994,audio_features,0pLmfgIANOX9FB9uZDU43x,spotify:track:0pLmfgIANOX9FB9uZDU43x,https://api.spotify.com/v1/tracks/0pLmfgIANOX9FB9uZDU43x,https://api.spotify.com/v1/audio-analysis/0pLmfgIANOX9FB9uZDU43x,248933.0,4.0,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
2219,2219,2220,2015,Fun,Pitbull Featuring Chris Brown,77,15,1,0.7929999999999999,0.774,0.0,-3.667,0.0,0.0478,0.156,0.0,0.193,0.547,113.96700000000001,audio_features,6Zo3wgDE076K2AuiGZF3CS,spotify:track:6Zo3wgDE076K2AuiGZF3CS,https://api.spotify.com/v1/tracks/6Zo3wgDE076K2AuiGZF3CS,https://api.spotify.com/v1/audio-analysis/6Zo3wgDE076K2AuiGZF3CS,202307.0,4.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
2220,2220,2221,2010,Funhouse,P!nk,97,13,2,0.792,0.865,11.0,-3.04,0.0,0.0337,0.00503,1.64e-06,0.0375,0.833,103.935,audio_features,1uexV2mYuZmLhVz4G5LUZv,spotify:track:1uexV2mYuZmLhVz4G5LUZv,https://api.spotify.com/v1/tracks/1uexV2mYuZmLhVz4G5LUZv,https://api.spotify.com/v1/audio-analysis/1uexV2mYuZmLhVz4G5LUZv,204627.0,4.0,"['dance pop', 'pop', 'post-teen pop']"
2221,2221,2222,2008,Funkytown,Alvin And The Chipmunks,86,2,1,0.807,0.742,0.0,-7.013,1.0,0.0563,0.000802,0.929,0.0812,0.285,123.037,audio_features,7AZWUtaMrz5MzfAW3Fy0aj,spotify:track:7AZWUtaMrz5MzfAW3Fy0aj,https://api.spotify.com/v1/tracks/7AZWUtaMrz5MzfAW3Fy0aj,https://api.spotify.com/v1/audio-analysis/7AZWUtaMrz5MzfAW3Fy0aj,214053.0,4.0,"[""children's music""]"
2222,2222,2223,2009,Funny The Way It Is,Dave Matthews Band,46,8,2,0.5870000000000001,0.943,0.0,-3.2769999999999997,1.0,0.0346,0.157,0.0,0.248,0.747,103.01299999999999,audio_features,4ZOoV2Ofzm5gnM3rVl9q7d,spotify:track:4ZOoV2Ofzm5gnM3rVl9q7d,https://api.spotify.com/v1/tracks/4ZOoV2Ofzm5gnM3rVl9q7d,https://api.spotify.com/v1/audio-analysis/4ZOoV2Ofzm5gnM3rVl9q7d,266627.0,4.0,"['jam band', 'neo mellow', 'pop rock']"
2223,2223,2224,2013,Furthest Thing,Drake,56,2,1,0.484,0.78,9.0,-5.263999999999999,0.0,0.135,0.147,0.0,0.057,0.271,137.101,audio_features,7EdJ8z6IBotTjO50DfzzuV,spotify:track:7EdJ8z6IBotTjO50DfzzuV,https://api.spotify.com/v1/tracks/7EdJ8z6IBotTjO50DfzzuV,https://api.spotify.com/v1/audio-analysis/7EdJ8z6IBotTjO50DfzzuV,267373.0,4.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
2224,2224,2225,2015,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,98,35,3,0.659,0.86,0.0,-3.072,0.0,0.0427,0.0264,0.0,0.173,0.601,129.85,audio_features,3qF8WFK1OfJHA0XGBshEQc,spotify:track:3qF8WFK1OfJHA0XGBshEQc,https://api.spotify.com/v1/tracks/3qF8WFK1OfJHA0XGBshEQc,https://api.spotify.com/v1/audio-analysis/3qF8WFK1OfJHA0XGBshEQc,210462.0,4.0,[]
2225,2225,2226,2007,G.N.O. (Girls Night Out),Miley Cyrus,91,2,1,0.5,0.9259999999999999,0.0,-2.105,1.0,0.1,0.00404,1.3500000000000001e-05,0.3,0.54,151.099,audio_features,6YufqZwFe2U4mxCy3B1xsC,spotify:track:6YufqZwFe2U4mxCy3B1xsC,https://api.spotify.com/v1/tracks/6YufqZwFe2U4mxCy3B1xsC,https://api.spotify.com/v1/audio-analysis/6YufqZwFe2U4mxCy3B1xsC,215800.0,4.0,"['dance pop', 'pop', 'post-teen pop']"
2226,2226,2227,2010,G.R.I.N.D. (Get Ready Its A New Day),Asher Roth,79,1,1,0.669,0.7809999999999999,0.0,-4.8660000000000005,1.0,0.0611,0.0272,0.00451,0.24100000000000002,0.439,123.042,audio_features,0R2yQJOFsKqS0SsgPdWqtP,spotify:track:0R2yQJOFsKqS0SsgPdWqtP,https://api.spotify.com/v1/tracks/0R2yQJOFsKqS0SsgPdWqtP,https://api.spotify.com/v1/audio-analysis/0R2yQJOFsKqS0SsgPdWqtP,218880.0,4.0,"['indie pop rap', 'pop rap', 'rap']"
